ciudad,pais,latitud,longitud,temperatura,sensacion_termica,humedad,velocidad_viento,descripcion,codigo_tiempo,fecha_extraccion,temperatura_categoria,estado_clima,clima_severo
Lima,Peru,-12.0464,-77.0428,16.3,16.1,77,14.4,Patchy Rain Nearby,176,2026-03-28 06:07:01.069358,Frío,Lluvia ligera,False
Barranquilla,Colombia,10.9685,-74.7813,24.4,26.6,83,8.9,Cloudy,119,2026-03-31 20:01:01.069406,Cálido,Nublado,False
Mexico City,Mexico,19.4326,-99.1332,28.9,23.5,67,11.0,Partly Cloudy,116,2026-04-05 23:52:01.069445,Cálido,Parcialmente nublado,False
Sao Paulo,Brazil,-23.5505,-46.6333,27.0,28.6,91,8.0,Sunny,113,2026-03-21 16:42:01.069551,Cálido,Despejado,False
Sao Paulo,Brazil,-23.5505,-46.6333,15.2,15.5,81,16.8,Light Rain,293,2026-03-17 02:25:01.069610,Frío,Lluvia ligera,False
Barranquilla,Colombia,10.9685,-74.7813,29.2,27.6,68,5.8,Patchy Rain Nearby,176,2026-03-26 15:43:01.069653,Cálido,Lluvia ligera,False
Madrid,Spain,40.4168,-3.7038,16.6,19.2,62,8.5,Partly Cloudy,116,2026-03-16 23:42:01.069693,Frío,Parcialmente nublado,False
Sao Paulo,Brazil,-23.5505,-46.6333,19.6,20.6,76,21.2,Moderate Rain,302,2026-03-27 16:08:01.069732,Templado,Lluvia moderada,False
Miami,Usa,25.7617,-80.1918,28.7,28.3,69,12.7,Cloudy,119,2026-04-03 18:31:01.069771,Cálido,Nublado,False
Miami,Usa,25.7617,-80.1918,39.1,39.4,68,16.1,Partly Cloudy,116,2026-04-13 18:26:01.069809,Muy cálido,Parcialmente nublado,False
Cali,Colombia,3.4516,-76.532,22.4,24.6,84,1.3,Light Rain,293,2026-03-21 04:36:01.069848,Templado,Lluvia ligera,False
Miami,Usa,25.7617,-80.1918,24.3,24.3,84,19.2,Overcast,122,2026-03-19 07:32:01.069903,Cálido,Nublado,False
Barranquilla,Colombia,10.9685,-74.7813,26.9,28.3,79,12.3,Sunny,113,2026-04-07 05:34:01.069943,Cálido,Despejado,False
Miami,Usa,25.7617,-80.1918,33.6,31.3,60,10.2,Patchy Rain Nearby,176,2026-03-20 10:09:01.069982,Muy cálido,Lluvia ligera,False
Bogota,Colombia,4.711,-74.0721,12.5,12.3,70,17.0,Overcast,122,2026-03-16 12:03:01.070021,Frío,Nublado,False
Tokyo,Japan,35.6895,139.6917,21.5,19.7,27,10.9,Sunny,113,2026-03-26 07:45:01.070059,Templado,Despejado,False
Mexico City,Mexico,19.4326,-99.1332,19.2,22.8,70,8.8,Sunny,113,2026-04-13 07:20:01.070098,Templado,Despejado,False
Cartagena,Colombia,10.391,-75.4794,28.5,29.2,84,10.7,Partly Cloudy,116,2026-04-04 09:55:01.070141,Cálido,Parcialmente nublado,False
Lima,Peru,-12.0464,-77.0428,27.7,32.0,62,7.7,Partly Cloudy,116,2026-03-25 13:14:01.070181,Cálido,Parcialmente nublado,False
Miami,Usa,25.7617,-80.1918,28.0,27.5,99,8.8,Light Rain,293,2026-03-28 11:23:01.070220,Cálido,Lluvia ligera,False
Cali,Colombia,3.4516,-76.532,23.6,23.7,77,9.9,Partly Cloudy,116,2026-04-02 04:55:01.070258,Templado,Parcialmente nublado,False
Tokyo,Japan,35.6895,139.6917,14.6,16.4,61,10.7,Partly Cloudy,116,2026-03-27 05:46:01.070307,Frío,Parcialmente nublado,False
Medellin,Colombia,6.2442,-75.5812,22.1,25.0,77,7.9,Light Drizzle,266,2026-04-08 06:11:01.070347,Templado,Lluvia ligera,False
Madrid,Spain,40.4168,-3.7038,21.8,20.2,60,4.1,Cloudy,119,2026-04-06 10:09:01.070386,Templado,Nublado,False
Lima,Peru,-12.0464,-77.0428,17.6,20.3,88,7.2,Heavy Rain,308,2026-04-04 12:56:01.070424,Frío,Lluvia fuerte,False
London,Uk,51.5074,-0.1278,11.1,11.9,60,7.3,Patchy Rain Nearby,176,2026-03-19 06:45:01.070472,Frío,Lluvia ligera,False
Tokyo,Japan,35.6895,139.6917,24.4,26.0,82,15.6,Overcast,122,2026-03-29 02:17:01.070512,Cálido,Nublado,False
Miami,Usa,25.7617,-80.1918,25.1,23.2,71,9.5,Cloudy,119,2026-03-31 10:15:01.070551,Cálido,Nublado,False
London,Uk,51.5074,-0.1278,14.9,15.5,68,6.7,Sunny,113,2026-04-05 16:27:01.070590,Frío,Despejado,False
London,Uk,51.5074,-0.1278,18.4,15.9,78,14.4,Cloudy,119,2026-03-17 14:42:01.070629,Templado,Nublado,False
Cali,Colombia,3.4516,-76.532,24.0,24.1,75,8.4,Cloudy,119,2026-04-12 08:46:01.070667,Templado,Nublado,False
Tokyo,Japan,35.6895,139.6917,23.1,23.6,56,5.9,Patchy Rain Nearby,176,2026-04-07 06:25:01.070921,Templado,Lluvia ligera,False
Bogota,Colombia,4.711,-74.0721,23.7,22.9,53,1.3,Cloudy,119,2026-04-08 08:08:01.070998,Templado,Nublado,False
Bogota,Colombia,4.711,-74.0721,18.6,15.3,96,14.7,Overcast,122,2026-03-24 23:16:01.071082,Templado,Nublado,False
Sao Paulo,Brazil,-23.5505,-46.6333,21.6,19.8,96,7.1,Overcast,122,2026-04-09 16:25:01.071137,Templado,Nublado,False
Medellin,Colombia,6.2442,-75.5812,26.8,27.9,66,7.8,Light Rain,293,2026-03-21 05:41:01.071180,Cálido,Lluvia ligera,False
Madrid,Spain,40.4168,-3.7038,23.0,24.8,74,9.4,Patchy Rain Nearby,176,2026-03-16 16:40:01.071220,Templado,Lluvia ligera,False
Bogota,Colombia,4.711,-74.0721,18.0,17.2,66,12.9,Sunny,113,2026-03-25 21:55:01.071357,Frío,Despejado,False
Miami,Usa,25.7617,-80.1918,30.9,30.9,92,12.7,Cloudy,119,2026-03-24 11:15:01.071440,Muy cálido,Nublado,False
Sao Paulo,Brazil,-23.5505,-46.6333,23.3,26.5,76,7.9,Patchy Rain Nearby,176,2026-03-28 11:36:01.071485,Templado,Lluvia ligera,False
Miami,Usa,25.7617,-80.1918,25.9,23.2,74,17.3,Patchy Rain Nearby,176,2026-03-17 03:48:01.071525,Cálido,Lluvia ligera,False
Medellin,Colombia,6.2442,-75.5812,22.0,17.2,78,2.4,Partly Cloudy,116,2026-03-17 05:22:01.071583,Templado,Parcialmente nublado,False
Mexico City,Mexico,19.4326,-99.1332,25.0,24.8,95,14.4,Cloudy,119,2026-04-10 16:28:01.071623,Cálido,Nublado,False
Madrid,Spain,40.4168,-3.7038,19.6,21.2,44,11.9,Light Drizzle,266,2026-04-04 23:48:01.071662,Templado,Lluvia ligera,False
Barranquilla,Colombia,10.9685,-74.7813,25.6,27.6,84,7.7,Cloudy,119,2026-03-26 19:02:01.071700,Cálido,Nublado,False
Mexico City,Mexico,19.4326,-99.1332,21.0,19.3,74,13.0,Cloudy,119,2026-04-15 19:28:01.071738,Templado,Nublado,False
Cartagena,Colombia,10.391,-75.4794,28.0,29.5,93,20.2,Patchy Rain Nearby,176,2026-04-07 10:46:01.071777,Cálido,Lluvia ligera,False
Medellin,Colombia,6.2442,-75.5812,25.1,25.0,63,10.3,Overcast,122,2026-03-26 01:27:01.071815,Cálido,Nublado,False
London,Uk,51.5074,-0.1278,8.1,7.7,59,12.5,Moderate Rain,302,2026-04-11 03:12:01.071853,Muy frío,Lluvia moderada,False
Cartagena,Colombia,10.391,-75.4794,24.8,24.8,99,13.6,Light Rain,293,2026-03-30 22:56:01.071892,Cálido,Lluvia ligera,False
Tokyo,Japan,35.6895,139.6917,23.8,21.1,76,1.6,Patchy Rain Nearby,176,2026-04-12 02:18:01.071940,Templado,Lluvia ligera,False
Mexico City,Mexico,19.4326,-99.1332,28.7,25.9,73,4.8,Partly Cloudy,116,2026-03-28 19:05:01.071999,Cálido,Parcialmente nublado,False
Cali,Colombia,3.4516,-76.532,29.4,28.5,91,5.7,Thundery Outbreaks,200,2026-04-13 04:28:01.072039,Cálido,Tormenta,True
Lima,Peru,-12.0464,-77.0428,12.3,10.2,100,14.8,Cloudy,119,2026-04-11 10:11:01.072079,Frío,Nublado,False
Cali,Colombia,3.4516,-76.532,23.5,22.6,71,2.7,Sunny,113,2026-03-25 01:00:01.072117,Templado,Despejado,False
Madrid,Spain,40.4168,-3.7038,16.3,12.7,58,9.1,Partly Cloudy,116,2026-04-07 22:27:01.072155,Frío,Parcialmente nublado,False
Bogota,Colombia,4.711,-74.0721,20.5,18.9,94,18.3,Partly Cloudy,116,2026-03-20 07:03:01.072194,Templado,Parcialmente nublado,False
Cali,Colombia,3.4516,-76.532,23.8,25.6,93,17.6,Heavy Rain,308,2026-04-11 10:29:01.072232,Templado,Lluvia fuerte,False
Mexico City,Mexico,19.4326,-99.1332,21.7,19.2,77,16.9,Patchy Rain Nearby,176,2026-04-10 14:39:01.072270,Templado,Lluvia ligera,False
Sao Paulo,Brazil,-23.5505,-46.6333,17.3,15.8,88,6.7,Partly Cloudy,116,2026-04-01 09:56:01.072309,Frío,Parcialmente nublado,False
Medellin,Colombia,6.2442,-75.5812,23.9,24.7,57,1.9,Partly Cloudy,116,2026-03-26 20:40:01.072347,Templado,Parcialmente nublado,False
Sao Paulo,Brazil,-23.5505,-46.6333,24.4,25.1,90,1.9,Overcast,122,2026-04-07 06:38:01.072396,Cálido,Nublado,False
Cartagena,Colombia,10.391,-75.4794,28.8,32.3,83,13.6,Overcast,122,2026-03-25 08:07:01.072435,Cálido,Nublado,False
Medellin,Colombia,6.2442,-75.5812,22.4,21.9,88,9.6,Patchy Rain Nearby,176,2026-03-29 03:46:01.072474,Templado,Lluvia ligera,False
